CSV File 1,CSV File 2,Match
Daily_Pegasus_newsArticle.csv,International_news_newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,The_Explainer_newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,The_World_Newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,The_Tulip_NewsArticle.csv,No
Daily_Pegasus_newsArticle.csv,World_Journal_NewsArticle.csv,No
Daily_Pegasus_newsArticle.csv,The_Wrap_NewsArticle.csv,Yes
Daily_Pegasus_newsArticle.csv,The_light_of_truth_newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,News_Desk_newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,News_online_today_newsarticle.csv,Yes
Daily_Pegasus_newsArticle.csv,Worldwise_NewsArticle.csv,No
Daily_Pegasus_newsArticle.csv,The_orb_newsarticle.csv,Yes
Daily_Pegasus_newsArticle.csv,The_Guide_Newsarticle.csv,Yes
Daily_Pegasus_newsArticle.csv,Who_What_news_NewsArticle.csv,No
Daily_Pegasus_newsArticle.csv,The_General_Post_newsarticle.csv,No
Daily_Pegasus_newsArticle.csv,The_Truth_Newsarticle.csv,No
Everyday_news_newsarticle.csv,International_Times_Newsarticle.csv,Yes
Everyday_news_newsarticle.csv,The_Abila_Post_Newsarticle.csv,No
Everyday_news_newsarticle.csv,WorldSource_newsarticle.csv,Yes
Everyday_news_newsarticle.csv,Homeland_Illumination_newsArticle.csv,No
Everyday_news_newsarticle.csv,Modern_Rubicon_NewsArticle.csv,No
Everyday_news_newsarticle.csv,Kronos_Star_newsarticle.csv,No
Everyday_news_newsarticle.csv,The_Continent_newsarticle.csv,Yes
Everyday_news_newsarticle.csv,International_news_newsarticle.csv,No
Everyday_news_newsarticle.csv,The_Explainer_newsarticle.csv,No
Everyday_news_newsarticle.csv,The_World_Newsarticle.csv,No
Everyday_news_newsarticle.csv,The_Tulip_NewsArticle.csv,No
Everyday_news_newsarticle.csv,World_Journal_NewsArticle.csv,Yes
Everyday_news_newsarticle.csv,The_Wrap_NewsArticle.csv,No
Everyday_news_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
Everyday_news_newsarticle.csv,News_Desk_newsarticle.csv,No
Everyday_news_newsarticle.csv,News_online_today_newsarticle.csv,No
Everyday_news_newsarticle.csv,Worldwise_NewsArticle.csv,No
Everyday_news_newsarticle.csv,The_orb_newsarticle.csv,No
Everyday_news_newsarticle.csv,The_Guide_Newsarticle.csv,No
Everyday_news_newsarticle.csv,Who_What_news_NewsArticle.csv,No
Everyday_news_newsarticle.csv,The_General_Post_newsarticle.csv,No
Everyday_news_newsarticle.csv,The_Truth_Newsarticle.csv,No
International_Times_Newsarticle.csv,The_Abila_Post_Newsarticle.csv,No
International_Times_Newsarticle.csv,WorldSource_newsarticle.csv,Yes
International_Times_Newsarticle.csv,Homeland_Illumination_newsArticle.csv,No
International_Times_Newsarticle.csv,Modern_Rubicon_NewsArticle.csv,No
International_Times_Newsarticle.csv,Kronos_Star_newsarticle.csv,No
International_Times_Newsarticle.csv,The_Continent_newsarticle.csv,Yes
International_Times_Newsarticle.csv,International_news_newsarticle.csv,No
International_Times_Newsarticle.csv,The_Explainer_newsarticle.csv,No
International_Times_Newsarticle.csv,The_World_Newsarticle.csv,No
International_Times_Newsarticle.csv,The_Tulip_NewsArticle.csv,No
International_Times_Newsarticle.csv,World_Journal_NewsArticle.csv,Yes
International_Times_Newsarticle.csv,The_Wrap_NewsArticle.csv,No
International_Times_Newsarticle.csv,The_light_of_truth_newsarticle.csv,No
International_Times_Newsarticle.csv,News_Desk_newsarticle.csv,No
International_Times_Newsarticle.csv,News_online_today_newsarticle.csv,Yes
International_Times_Newsarticle.csv,Worldwise_NewsArticle.csv,No
International_Times_Newsarticle.csv,The_orb_newsarticle.csv,No
International_Times_Newsarticle.csv,The_Guide_Newsarticle.csv,No
International_Times_Newsarticle.csv,Who_What_news_NewsArticle.csv,No
International_Times_Newsarticle.csv,The_General_Post_newsarticle.csv,No
International_Times_Newsarticle.csv,The_Truth_Newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,WorldSource_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,Homeland_Illumination_newsArticle.csv,No
The_Abila_Post_Newsarticle.csv,Modern_Rubicon_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,Kronos_Star_newsarticle.csv,Yes
The_Abila_Post_Newsarticle.csv,The_Continent_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,International_news_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,The_Explainer_newsarticle.csv,Yes
The_Abila_Post_Newsarticle.csv,The_World_Newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,The_Tulip_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,World_Journal_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,The_Wrap_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,The_light_of_truth_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,News_Desk_newsarticle.csv,Yes
The_Abila_Post_Newsarticle.csv,News_online_today_newsarticle.csv,Yes
The_Abila_Post_Newsarticle.csv,Worldwise_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,The_orb_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,The_Guide_Newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,Who_What_news_NewsArticle.csv,No
The_Abila_Post_Newsarticle.csv,The_General_Post_newsarticle.csv,No
The_Abila_Post_Newsarticle.csv,The_Truth_Newsarticle.csv,No
WorldSource_newsarticle.csv,Homeland_Illumination_newsArticle.csv,No
WorldSource_newsarticle.csv,Modern_Rubicon_NewsArticle.csv,No
WorldSource_newsarticle.csv,Kronos_Star_newsarticle.csv,No
WorldSource_newsarticle.csv,The_Continent_newsarticle.csv,No
WorldSource_newsarticle.csv,International_news_newsarticle.csv,No
WorldSource_newsarticle.csv,The_Explainer_newsarticle.csv,No
WorldSource_newsarticle.csv,The_World_Newsarticle.csv,No
WorldSource_newsarticle.csv,The_Tulip_NewsArticle.csv,No
WorldSource_newsarticle.csv,World_Journal_NewsArticle.csv,Yes
WorldSource_newsarticle.csv,The_Wrap_NewsArticle.csv,No
WorldSource_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
WorldSource_newsarticle.csv,News_Desk_newsarticle.csv,No
WorldSource_newsarticle.csv,News_online_today_newsarticle.csv,No
WorldSource_newsarticle.csv,Worldwise_NewsArticle.csv,No
WorldSource_newsarticle.csv,The_orb_newsarticle.csv,No
WorldSource_newsarticle.csv,The_Guide_Newsarticle.csv,No
WorldSource_newsarticle.csv,Who_What_news_NewsArticle.csv,No
WorldSource_newsarticle.csv,The_General_Post_newsarticle.csv,No
WorldSource_newsarticle.csv,The_Truth_Newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,Modern_Rubicon_NewsArticle.csv,No
Homeland_Illumination_newsArticle.csv,Kronos_Star_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,The_Continent_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,International_news_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,The_Explainer_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,The_World_Newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,The_Tulip_NewsArticle.csv,No
Homeland_Illumination_newsArticle.csv,World_Journal_NewsArticle.csv,No
Homeland_Illumination_newsArticle.csv,The_Wrap_NewsArticle.csv,Yes
Homeland_Illumination_newsArticle.csv,The_light_of_truth_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,News_Desk_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,News_online_today_newsarticle.csv,Yes
Homeland_Illumination_newsArticle.csv,Worldwise_NewsArticle.csv,No
Homeland_Illumination_newsArticle.csv,The_orb_newsarticle.csv,Yes
Homeland_Illumination_newsArticle.csv,The_Guide_Newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,Who_What_news_NewsArticle.csv,No
Homeland_Illumination_newsArticle.csv,The_General_Post_newsarticle.csv,No
Homeland_Illumination_newsArticle.csv,The_Truth_Newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,Kronos_Star_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Continent_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,International_news_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Explainer_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_World_Newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Tulip_NewsArticle.csv,No
Modern_Rubicon_NewsArticle.csv,World_Journal_NewsArticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Wrap_NewsArticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_light_of_truth_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,News_Desk_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,News_online_today_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,Worldwise_NewsArticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_orb_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Guide_Newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,Who_What_news_NewsArticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_General_Post_newsarticle.csv,No
Modern_Rubicon_NewsArticle.csv,The_Truth_Newsarticle.csv,No
Kronos_Star_newsarticle.csv,The_Continent_newsarticle.csv,No
Kronos_Star_newsarticle.csv,International_news_newsarticle.csv,Yes
Kronos_Star_newsarticle.csv,The_Explainer_newsarticle.csv,No
Kronos_Star_newsarticle.csv,The_World_Newsarticle.csv,No
Kronos_Star_newsarticle.csv,The_Tulip_NewsArticle.csv,No
Kronos_Star_newsarticle.csv,World_Journal_NewsArticle.csv,No
Kronos_Star_newsarticle.csv,The_Wrap_NewsArticle.csv,No
Kronos_Star_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
Kronos_Star_newsarticle.csv,News_Desk_newsarticle.csv,No
Kronos_Star_newsarticle.csv,News_online_today_newsarticle.csv,Yes
Kronos_Star_newsarticle.csv,Worldwise_NewsArticle.csv,Yes
Kronos_Star_newsarticle.csv,The_orb_newsarticle.csv,No
Kronos_Star_newsarticle.csv,The_Guide_Newsarticle.csv,Yes
Kronos_Star_newsarticle.csv,Who_What_news_NewsArticle.csv,No
Kronos_Star_newsarticle.csv,The_General_Post_newsarticle.csv,No
Kronos_Star_newsarticle.csv,The_Truth_Newsarticle.csv,Yes
The_Continent_newsarticle.csv,International_news_newsarticle.csv,No
The_Continent_newsarticle.csv,The_Explainer_newsarticle.csv,No
The_Continent_newsarticle.csv,The_World_Newsarticle.csv,No
The_Continent_newsarticle.csv,The_Tulip_NewsArticle.csv,No
The_Continent_newsarticle.csv,World_Journal_NewsArticle.csv,Yes
The_Continent_newsarticle.csv,The_Wrap_NewsArticle.csv,No
The_Continent_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
The_Continent_newsarticle.csv,News_Desk_newsarticle.csv,No
The_Continent_newsarticle.csv,News_online_today_newsarticle.csv,No
The_Continent_newsarticle.csv,Worldwise_NewsArticle.csv,No
The_Continent_newsarticle.csv,The_orb_newsarticle.csv,No
The_Continent_newsarticle.csv,The_Guide_Newsarticle.csv,No
The_Continent_newsarticle.csv,Who_What_news_NewsArticle.csv,No
The_Continent_newsarticle.csv,The_General_Post_newsarticle.csv,No
The_Continent_newsarticle.csv,The_Truth_Newsarticle.csv,No
International_news_newsarticle.csv,The_Explainer_newsarticle.csv,No
International_news_newsarticle.csv,The_World_Newsarticle.csv,No
International_news_newsarticle.csv,The_Tulip_NewsArticle.csv,No
International_news_newsarticle.csv,World_Journal_NewsArticle.csv,No
International_news_newsarticle.csv,The_Wrap_NewsArticle.csv,No
International_news_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
International_news_newsarticle.csv,News_Desk_newsarticle.csv,No
International_news_newsarticle.csv,News_online_today_newsarticle.csv,Yes
International_news_newsarticle.csv,Worldwise_NewsArticle.csv,Yes
International_news_newsarticle.csv,The_orb_newsarticle.csv,No
International_news_newsarticle.csv,The_Guide_Newsarticle.csv,Yes
International_news_newsarticle.csv,Who_What_news_NewsArticle.csv,No
International_news_newsarticle.csv,The_General_Post_newsarticle.csv,No
International_news_newsarticle.csv,The_Truth_Newsarticle.csv,Yes
The_Explainer_newsarticle.csv,The_World_Newsarticle.csv,No
The_Explainer_newsarticle.csv,The_Tulip_NewsArticle.csv,No
The_Explainer_newsarticle.csv,World_Journal_NewsArticle.csv,No
The_Explainer_newsarticle.csv,The_Wrap_NewsArticle.csv,No
The_Explainer_newsarticle.csv,The_light_of_truth_newsarticle.csv,No
The_Explainer_newsarticle.csv,News_Desk_newsarticle.csv,Yes
The_Explainer_newsarticle.csv,News_online_today_newsarticle.csv,Yes
The_Explainer_newsarticle.csv,Worldwise_NewsArticle.csv,No
The_Explainer_newsarticle.csv,The_orb_newsarticle.csv,No
The_Explainer_newsarticle.csv,The_Guide_Newsarticle.csv,Yes
The_Explainer_newsarticle.csv,Who_What_news_NewsArticle.csv,No
The_Explainer_newsarticle.csv,The_General_Post_newsarticle.csv,Yes
The_Explainer_newsarticle.csv,The_Truth_Newsarticle.csv,No
The_World_Newsarticle.csv,The_Tulip_NewsArticle.csv,Yes
The_World_Newsarticle.csv,World_Journal_NewsArticle.csv,No
The_World_Newsarticle.csv,The_Wrap_NewsArticle.csv,No
The_World_Newsarticle.csv,The_light_of_truth_newsarticle.csv,Yes
The_World_Newsarticle.csv,News_Desk_newsarticle.csv,No
The_World_Newsarticle.csv,News_online_today_newsarticle.csv,No
The_World_Newsarticle.csv,Worldwise_NewsArticle.csv,No
The_World_Newsarticle.csv,The_orb_newsarticle.csv,No
The_World_Newsarticle.csv,The_Guide_Newsarticle.csv,No
The_World_Newsarticle.csv,Who_What_news_NewsArticle.csv,Yes
The_World_Newsarticle.csv,The_General_Post_newsarticle.csv,Yes
The_World_Newsarticle.csv,The_Truth_Newsarticle.csv,No
The_Tulip_NewsArticle.csv,World_Journal_NewsArticle.csv,No
The_Tulip_NewsArticle.csv,The_Wrap_NewsArticle.csv,No
The_Tulip_NewsArticle.csv,The_light_of_truth_newsarticle.csv,Yes
The_Tulip_NewsArticle.csv,News_Desk_newsarticle.csv,Yes
The_Tulip_NewsArticle.csv,News_online_today_newsarticle.csv,No
The_Tulip_NewsArticle.csv,Worldwise_NewsArticle.csv,No
The_Tulip_NewsArticle.csv,The_orb_newsarticle.csv,No
The_Tulip_NewsArticle.csv,The_Guide_Newsarticle.csv,No
The_Tulip_NewsArticle.csv,Who_What_news_NewsArticle.csv,Yes
The_Tulip_NewsArticle.csv,The_General_Post_newsarticle.csv,Yes
The_Tulip_NewsArticle.csv,The_Truth_Newsarticle.csv,No
World_Journal_NewsArticle.csv,The_Wrap_NewsArticle.csv,No
World_Journal_NewsArticle.csv,The_light_of_truth_newsarticle.csv,No
World_Journal_NewsArticle.csv,News_Desk_newsarticle.csv,No
World_Journal_NewsArticle.csv,News_online_today_newsarticle.csv,No
World_Journal_NewsArticle.csv,Worldwise_NewsArticle.csv,No
World_Journal_NewsArticle.csv,The_orb_newsarticle.csv,No
World_Journal_NewsArticle.csv,The_Guide_Newsarticle.csv,No
World_Journal_NewsArticle.csv,Who_What_news_NewsArticle.csv,No
World_Journal_NewsArticle.csv,The_General_Post_newsarticle.csv,No
World_Journal_NewsArticle.csv,The_Truth_Newsarticle.csv,No
The_Wrap_NewsArticle.csv,The_light_of_truth_newsarticle.csv,No
The_Wrap_NewsArticle.csv,News_Desk_newsarticle.csv,Yes
The_Wrap_NewsArticle.csv,News_online_today_newsarticle.csv,Yes
The_Wrap_NewsArticle.csv,Worldwise_NewsArticle.csv,No
The_Wrap_NewsArticle.csv,The_orb_newsarticle.csv,Yes
The_Wrap_NewsArticle.csv,The_Guide_Newsarticle.csv,No
The_Wrap_NewsArticle.csv,Who_What_news_NewsArticle.csv,No
The_Wrap_NewsArticle.csv,The_General_Post_newsarticle.csv,No
The_Wrap_NewsArticle.csv,The_Truth_Newsarticle.csv,Yes
The_light_of_truth_newsarticle.csv,News_Desk_newsarticle.csv,No
The_light_of_truth_newsarticle.csv,News_online_today_newsarticle.csv,No
The_light_of_truth_newsarticle.csv,Worldwise_NewsArticle.csv,No
The_light_of_truth_newsarticle.csv,The_orb_newsarticle.csv,No
The_light_of_truth_newsarticle.csv,The_Guide_Newsarticle.csv,No
The_light_of_truth_newsarticle.csv,Who_What_news_NewsArticle.csv,Yes
The_light_of_truth_newsarticle.csv,The_General_Post_newsarticle.csv,Yes
The_light_of_truth_newsarticle.csv,The_Truth_Newsarticle.csv,No
News_Desk_newsarticle.csv,News_online_today_newsarticle.csv,Yes
News_Desk_newsarticle.csv,Worldwise_NewsArticle.csv,No
News_Desk_newsarticle.csv,The_orb_newsarticle.csv,No
News_Desk_newsarticle.csv,The_Guide_Newsarticle.csv,No
News_Desk_newsarticle.csv,Who_What_news_NewsArticle.csv,No
News_Desk_newsarticle.csv,The_General_Post_newsarticle.csv,No
News_Desk_newsarticle.csv,The_Truth_Newsarticle.csv,No
News_online_today_newsarticle.csv,Worldwise_NewsArticle.csv,Yes
News_online_today_newsarticle.csv,The_orb_newsarticle.csv,Yes
News_online_today_newsarticle.csv,The_Guide_Newsarticle.csv,Yes
News_online_today_newsarticle.csv,Who_What_news_NewsArticle.csv,No
News_online_today_newsarticle.csv,The_General_Post_newsarticle.csv,No
News_online_today_newsarticle.csv,The_Truth_Newsarticle.csv,Yes
Worldwise_NewsArticle.csv,The_orb_newsarticle.csv,No
Worldwise_NewsArticle.csv,The_Guide_Newsarticle.csv,Yes
Worldwise_NewsArticle.csv,Who_What_news_NewsArticle.csv,No
Worldwise_NewsArticle.csv,The_General_Post_newsarticle.csv,No
Worldwise_NewsArticle.csv,The_Truth_Newsarticle.csv,Yes
The_orb_newsarticle.csv,The_Guide_Newsarticle.csv,No
The_orb_newsarticle.csv,Who_What_news_NewsArticle.csv,No
The_orb_newsarticle.csv,The_General_Post_newsarticle.csv,No
The_orb_newsarticle.csv,The_Truth_Newsarticle.csv,No
The_Guide_Newsarticle.csv,Who_What_news_NewsArticle.csv,No
The_Guide_Newsarticle.csv,The_General_Post_newsarticle.csv,No
The_Guide_Newsarticle.csv,The_Truth_Newsarticle.csv,Yes
Who_What_news_NewsArticle.csv,The_General_Post_newsarticle.csv,Yes
Who_What_news_NewsArticle.csv,The_Truth_Newsarticle.csv,No
The_General_Post_newsarticle.csv,The_Truth_Newsarticle.csv,No
